input,answer,predict,bleu
"難なく わかり まし た 
","['あ そう な ん です ね \r\n', 'あ はい はい \r\n', 'あ 良かっ た です \r\n', 'あ あ 良かっ た です うーん \r\n', 'あ 来れ まし た か はい \r\n', 'あ 良かっ た です 良かっ た です \r\n', 'はい 良かっ た です \r\n', 'うん はい 良かっ た うん \r\n', 'はい 良かっ た です \r\n', 'あ 良かっ た です ー はい \r\n']","['あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n']","[1.1972294750293659e-231, 1.1972294750293659e-231, 1.1972294750293659e-231, 1.1972294750293659e-231, 1.1972294750293659e-231, 1.1972294750293659e-231, 1.1972294750293659e-231, 1.1972294750293659e-231, 1.1972294750293659e-231, 1.1972294750293659e-231]"
"雰囲気 って 
",['あー \r\n'],['あー はい はい はい \r\n'],[0.0]
"雰囲気 って いう の は もう 
",['あー \r\n'],['あー そう な ん です か \r\n'],[0.0]
"雰囲気 って いう の は もう 好き な ん です 
","['うん うん あー 雰囲気 が いい です ね \r\n', 'あっ そう な ん です ねー 雰囲気 \r\n', 'ええ はー はい はい わかり つ うん \r\n', 'あ 私 も です \r\n', '雰囲気 が ね いい です よ ね うーん \r\n', 'あっ はい はい はい \r\n', 'あはっ 雰囲気 が お 好き な ん です ね \r\n', 'あー いい です よ ねー \r\n']","['あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n']","[1.0608284401097513e-231, 1.0608284401097513e-231, 1.0608284401097513e-231, 1.0608284401097513e-231, 1.0608284401097513e-231, 1.0608284401097513e-231, 1.0608284401097513e-231, 1.0608284401097513e-231]"
"雲 の 
",['そう な ん です ね \r\n'],['はい \r\n'],[0.0]
"雲 の 上 に いる と 
",['あー \r\n'],['うーん \r\n'],[0.0]
"雲 の 上 に いる と そう いう 風 に 
","['雲 の 上 です もん ね \r\n', 'はー \r\n']","['はー \r\n', 'はー \r\n']","[9.10915994722671e-232, 9.10915994722671e-232]"
"雲 の 上 に いる と そう いう 風 に 思える 
",['はい \r\n'],['はー \r\n'],[0.0]
"雲 の 上 に いる と そう いう 風 に 思える ところ です 
","['ええ あー 素敵 です ね \r\n', 'はあ \r\n', 'あ そう です ね \r\n', 'うーん \r\n', 'うーん ほんと 登れる と いい です ね \r\n', 'うん うん うん うん なるほど \r\n']","['あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n']","[8.196211167569184e-232, 8.196211167569184e-232, 8.196211167569184e-232, 8.196211167569184e-232, 8.196211167569184e-232, 8.196211167569184e-232]"
"電話 し て たら 
","['あ はい \r\n', 'はい お 電話 さ れ た ん です ね \r\n', 'あ 電話 し て た うん \r\n']","['あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n']","[1.2443569584592566e-231, 1.2443569584592566e-231, 1.2443569584592566e-231]"
"電話 を し なさい し て くれ と 
","['えー \r\n', 'ええ \r\n', 'へー あー そう な ん です ね \r\n', 'ああ \r\n', 'そう えー \r\n', 'うん あっ \r\n']","['あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n']","[6.875755920278907e-232, 6.875755920278907e-232, 6.875755920278907e-232, 6.875755920278907e-232, 6.875755920278907e-232, 6.875755920278907e-232]"
"電話 を し なさい し て くれ と 書い て あっ た ん です 
","['凄い \r\n', 'うわ \r\n', 'はあ \r\n', 'へえ \r\n']","['あ \r\n', 'あ \r\n', 'あ \r\n', 'あ \r\n']","[0.0, 0.0, 0.0, 0.0]"
"電話 を し なさい し て くれ と 書い て あっ た ん です 私 たち は 
","['あ \r\n', 'あっ \r\n', '良かっ た です ね \r\n', '凄い です ね \r\n']","['あ そう です か \r\n', 'あ そう です か \r\n', 'あ そう です か \r\n', 'あ そう です か \r\n']","[1.0400512983653946e-231, 1.0400512983653946e-231, 1.0400512983653946e-231, 1.0400512983653946e-231]"
"電話 を し なさい し て くれ と 書い て あっ た ん です 私 たち は 先 に 
",['そう な ん です ね \r\n'],['はい あー \r\n'],[1.0518351895246305e-231]
"電話 を し なさい し て くれ と 書い て あっ た ん です 私 たち は 先 に で ます と いう こと で 
","['うーん \r\n', 'あー \r\n', 'あー はい はい \r\n', 'はい \r\n']","['あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n']","[0.0, 0.0, 0.0, 0.0]"
"電話 を し なさい し て くれ と 書い て あっ た ん です 私 たち は 先 に で ます と いう こと で 私 は あの その 時 わー やっ たっ と 思っ て 
","['そー です ねー \r\n', 'そう です よ ね \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.4319661934648423e-231, 1.4319661934648423e-231]"
"電車 で 
","['電車 で ええ \r\n', '電車 で \r\n']","['あー はい \r\n', 'あー はい \r\n']","[1.3013127195399178e-231, 1.3013127195399178e-231]"
"電車 を 降り て 
",['降り て \r\n'],['あー \r\n'],[0.0]
"青い 墨 と 書い て 青墨 と 
",['えー \r\n'],['あー \r\n'],[0.0]
"青い 墨 と 書い て 青墨 と いう ん です ね 
","['へえ \r\n', 'あ そう いう の が ある ん です ね ー うーん \r\n', 'あー そう な ん です か はい \r\n', '青墨 わー 知り ませ ん でし た \r\n', 'あー 青墨 \r\n', 'あっ 青墨 ええ \r\n', 'へー 青い 炭 \r\n', '青墨 はー \r\n', 'あー えー 初めて 聞い た \r\n']","['あー はい はい \r\n', 'あー はい はい \r\n', 'あー はい はい \r\n', 'あー はい はい \r\n', 'あー はい はい \r\n', 'あー はい はい \r\n', 'あー はい はい \r\n', 'あー はい はい \r\n', 'あー はい はい \r\n']","[1.056248758478784e-231, 1.056248758478784e-231, 1.056248758478784e-231, 1.056248758478784e-231, 1.056248758478784e-231, 1.056248758478784e-231, 1.056248758478784e-231, 1.056248758478784e-231, 1.056248758478784e-231]"
"青墨 を つけ て 名前 を 描き なさい と 
","['あ 名前 から \r\n', 'はぁー \r\n', 'ほー \r\n', '名前 \r\n', '名前 \r\n', 'あ へー \r\n', 'はい 名前 を \r\n', 'お 名前 を です か \r\n', '名前 です か \r\n']","['あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n']","[7.315067599822845e-232, 7.315067599822845e-232, 7.315067599822845e-232, 7.315067599822845e-232, 7.315067599822845e-232, 7.315067599822845e-232, 7.315067599822845e-232, 7.315067599822845e-232, 7.315067599822845e-232]"
"静 購読 で は ない です が まー 
",['あー 晴耕 雨読 \r\n'],['あー そう な ん です ね \r\n'],[1.1200407237786664e-231]
"静 購読 で は ない です が まー あー 雨 の 日 に は あー 囲碁 あるいは 
",['はー \r\n'],['そう です よ ね \r\n'],[0.0]
"静 購読 で は ない です が まー あー 雨 の 日 に は あー 囲碁 あるいは 読書 こう 
","['はー \r\n', 'あ \r\n', 'ああ ああ ああ \r\n', 'あー \r\n', 'あ はい はい \r\n']","['あー はい はい \r\n', 'あー はい はい \r\n', 'あー はい はい \r\n', 'あー はい はい \r\n', 'あー はい はい \r\n']","[1.2621692226131163e-231, 1.2621692226131163e-231, 1.2621692226131163e-231, 1.2621692226131163e-231, 1.2621692226131163e-231]"
"静 購読 で は ない です が まー あー 雨 の 日 に は あー 囲碁 あるいは 読書 こう いっ た 
","['囲碁 \r\n', 'へー \r\n']","['うーん \r\n', 'うーん \r\n']","[0.0, 0.0]"
"静 購読 で は ない です が まー あー 雨 の 日 に は あー 囲碁 あるいは 読書 こう いっ た こと で 
","['読書 うーん \r\n', 'そう です ね \r\n', 'うーん \r\n']","['あー \r\n', 'あー \r\n', 'あー \r\n']","[0.0, 0.0, 0.0]"
"静 購読 で は ない です が まー あー 雨 の 日 に は あー 囲碁 あるいは 読書 こう いっ た こと で あのー 
",['お うち の 中 で ええ \r\n'],['あ \r\n'],[0.0]
"非常 に 
","['うーん \r\n', 'はっ はい \r\n', '凄い です ね \r\n', 'す すごーい です よ ねー \r\n']","['はい あー そう な ん です ね \r\n', 'はい あー そう な ん です ね \r\n', 'はい あー そう な ん です ね \r\n', 'はい あー そう な ん です ね \r\n']","[1.0619694456732234e-231, 1.0619694456732234e-231, 1.0619694456732234e-231, 1.0619694456732234e-231]"
"非常 に いい プラスチック だ と いう 事 で 日本 で 
",['うーん \r\n'],['うーん \r\n'],[0.0]
"非常 に 嬉しかっ た と 
","['うん それ は \r\n', '凄い です ね \r\n', '優勝 です か \r\n']","['あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n']","[1.295171538137489e-231, 1.295171538137489e-231, 1.295171538137489e-231]"
"非常 に 嬉しかっ た と 思っ て い ます 
","['お めでとう ござい ます \r\n', 'それ は 嬉しい です \r\n', '凄い です ね \r\n', 'わー さすが です ね \r\n', 'あ 嬉しい です ね \r\n']","['あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n']","[1.1673738332029714e-231, 1.1673738332029714e-231, 1.1673738332029714e-231, 1.1673738332029714e-231, 1.1673738332029714e-231]"
"非常 に 小 規模 と いう か そう いう 大学 だっ た 
",['あー \r\n'],['あー \r\n'],[0.0]
"非常 に 小 規模 と いう か そう いう 大学 だっ た せい で おかげ で 
",['あー で も ねー \r\n'],['あー \r\n'],[0.0]
"非常 に 良かっ た 
","['いい 行 行き たい です \r\n', 'へえ \r\n']","['あー \r\n', 'あー \r\n']","[0.0, 0.0]"
"非常 に 都心 で は ある の です が 
","['ええ 凄い 都心 です ね \r\n', 'あー そう です よ ね \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.2508498911928379e-231, 1.2508498911928379e-231]"
"非常 に 都心 で は ある の です が まだまだ 一面 焼け 野原 
","['焼野 原 だっ た ん です か \r\n', 'ああ \r\n', 'ええ \r\n', 'はー そう です か \r\n', 'ああ \r\n', 'はー \r\n']","['うーん \r\n', 'うーん \r\n', 'うーん \r\n', 'うーん \r\n', 'うーん \r\n', 'うーん \r\n']","[4.953176781385198e-232, 4.953176781385198e-232, 4.953176781385198e-232, 4.953176781385198e-232, 4.953176781385198e-232, 4.953176781385198e-232]"
"非常 に 難しく て 
","['あー そう です か \r\n', 'はあ \r\n', '難しかっ た です か \r\n', 'そう な ん です \r\n', 'ああ \r\n', 'あっ そう な ん です ね \r\n', 'むつかしい はい \r\n', 'あー そう な ん です ね \r\n', 'はい です よ ねー \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.0053268844465081e-231, 1.0053268844465081e-231, 1.0053268844465081e-231, 1.0053268844465081e-231, 1.0053268844465081e-231, 1.0053268844465081e-231, 1.0053268844465081e-231, 1.0053268844465081e-231, 1.0053268844465081e-231]"
"面 に ぱーっ と こぼし ます 
","['あー \r\n', 'あ はい \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[8.231055179517314e-232, 8.231055179517314e-232]"
"面倒 見 てる ん です けど も 
","['あ えー そう です か ええ \r\n', 'あー そう な ん です か ええ \r\n', 'ええ ああ \r\n', 'あー そう な ん です か \r\n', 'えー うん うん いつ も \r\n', 'あっ そう です かー 4 歳 5 歳 \r\n']","['あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n']","[1.2633690640025485e-231, 1.2633690640025485e-231, 1.2633690640025485e-231, 1.2633690640025485e-231, 1.2633690640025485e-231, 1.2633690640025485e-231]"
"面白 さ を 
",['ちょっと 新鮮 な \r\n'],['あ そう な ん です ね \r\n'],[1.4488496539373276e-231]
"面白 さ を 味わっ て 
","['そー な ん です ね \r\n', 'うーん うん うん \r\n', 'ねえ 楽し そう です ね \r\n', 'あー \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.01814952195174e-231, 1.01814952195174e-231, 1.01814952195174e-231, 1.01814952195174e-231]"
"面白 さ を 味わっ て この 
",['作品 も できる し \r\n'],['あー \r\n'],[0.0]
"面白 さ を 味わっ て この ご 今後 
","['そう な ん です ね \r\n', 'あー \r\n']","['あー \r\n', 'あー \r\n']","[0.0, 0.0]"
"面白 さ を 味わっ て この ご 今後 一 つ の 自分 の 
",['描く こと の \r\n'],['うーん \r\n'],[0.0]
"面白 さ を 味わっ て この ご 今後 一 つ の 自分 の 趣味 に しよう か な と 
","['はあい い 趣味 です \r\n', 'あー \r\n', 'そう です ね また \r\n', 'あー そう です ね \r\n', 'あ \r\n', 'あー ぜひ ぜひ \r\n', 'あっ そー です か \r\n', 'うーん \r\n', 'そう です ね \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.0735403642686518e-231, 1.0735403642686518e-231, 1.0735403642686518e-231, 1.0735403642686518e-231, 1.0735403642686518e-231, 1.0735403642686518e-231, 1.0735403642686518e-231, 1.0735403642686518e-231, 1.0735403642686518e-231]"
"鞄 を 
","['へー \r\n', 'そう です ね \r\n']","['はい \r\n', 'はい \r\n']","[0.0, 0.0]"
"鞄 を 作っ て 売る と か と 
","['へえ \r\n', 'えー \r\n']","['あー \r\n', 'あー \r\n']","[0.0, 0.0]"
"鞄 を 売る と か 
","['あー \r\n', 'はあ \r\n', 'はあ \r\n', 'ええ \r\n', 'はあ \r\n']","['あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n']","[0.0, 0.0, 0.0, 0.0, 0.0]"
"鞄 業 界 に 入り 
","['すごーい \r\n', 'ほう \r\n', 'そう か あー それ で \r\n', 'うわー \r\n', 'あ そう な ん です ね \r\n', 'へー そう な ん です ね \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.1796250538521e-231, 1.1796250538521e-231, 1.1796250538521e-231, 1.1796250538521e-231, 1.1796250538521e-231, 1.1796250538521e-231]"
